Serial Number,Question,A,B,C,D,Answer,Answer,Appropriateness,Difficulty,Check,Notes,Overall Topic A,Sub Topic A,Overall Topic B,Sub Topic B,Overall Topic C,Sub Topic C,Overall Topic D,Sub Topic D,Overall Topic E,Sub Topic E,Combined Topics,Combined Sub Topics,Hint,Explanation,,,Old Question,Old A,Old B,Old C,Old D
Q000215,"Given that \(f(x)=2x^2-5x+3\), what is the value of \(f(-1)\)?",\(10\),\(8\),\(6\),\(4\),A,A,5,4,yes,,Algebra and Functions,Algebra and Functions -Composite Functions,,,,,,,,,Algebra and Functions,Algebra and Functions -Composite Functions,,,,,"Given that f(x) = 2x^2 - 5x + 3, what is the value of f(-1)?",10,8,6,4
Q000216,The function \(f\) is given by \(f(x)=x^2-4x+4\). Which condition describes the nature of the roots of \(f(x)=0\)?,Repeated roots,Two distinct roots,No real roots,Three distinct roots,A,A,6,3,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,The function f is given by f(x) = x^2 - 4x + 4. Which condition describes the nature of the roots of f(x) = 0?,Repeated roots,Two distinct roots,No real roots,Three distinct roots
Q000217,The function \(g\) is given by \(g(x)=-2x^2+8x-8\). Which condition describes the nature of the roots of \(g(x)=0\)?,Repeated roots,Two distinct roots,No real roots,Three distinct roots,A,A,6,3,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,The function g is given by g(x) = -2x^2 + 8x - 8. Which condition describes the nature of the roots of g(x) = 0?,Repeated roots,Two distinct roots,No real roots,Three distinct roots
Q000218,The function \(h\) is given by \(h(x)=3x^2-6x+3\). Which condition describes the nature of the roots of \(h(x)=0\)?,Repeated roots,Two distinct roots,No real roots,Three distinct roots,A,A,6,3,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,The function h is given by h(x) = 3x^2 - 6x + 3. Which condition describes the nature of the roots of h(x) = 0?,Repeated roots,Two distinct roots,No real roots,Three distinct roots
Q000219,The function \(i\) is given by \(i(x)=-4x^2+8x+4\). Which condition describes the nature of the roots of \(i(x)=0\)?,Repeated roots,Two distinct roots,No real roots,Three distinct roots,B,B,6,3,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,The function i is given by i(x) = -4x^2 + 8x + 4. Which condition describes the nature of the roots of i(x) = 0?,Repeated roots,Two distinct roots,No real roots,Three distinct roots
Q000220,The function \(j\) is given by \(j(x)=2x^2-4x-2\). Which condition describes the nature of the roots of \(j(x)=0\)?,Repeated roots,Two distinct roots,No real roots,Three distinct roots,B,B,6,3,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,The function j is given by j(x) = 2x^2 - 4x - 2. Which condition describes the nature of the roots of j(x) = 0?,Repeated roots,Two distinct roots,No real roots,Three distinct roots
Q000221,The function \(p\) is given by \(p(x)=x^2-2x-3\). Which condition describes the nature of the roots of \(p(x)=0\)?,Repeated roots,Two distinct roots,No real roots,Three distinct roots,B,B,6,3,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,The function p is given by p(x) = x^2 - 2x - 3. Which condition describes the nature of the roots of p(x) = 0?,Repeated roots,Two distinct roots,No real roots,Three distinct roots
Q000222,The function \(q\) is given by \(q(x)=2x^2-4x-2\). Which condition describes the nature of the roots of \(q(x)=0\)?,Repeated roots,Two distinct roots,No real roots,Three distinct roots,B,B,6,3,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,The function q is given by q(x) = 2x^2 - 4x - 2. Which condition describes the nature of the roots of q(x) = 0?,Repeated roots,Two distinct roots,No real roots,Three distinct roots
Q000223,The function \(r\) is given by \(r(x)=3x^2-6x+1\). Which condition describes the nature of the roots of \(r(x)=0\)?,Repeated roots,Two distinct roots,No real roots,Three distinct roots,B,B,6,3,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,The function r is given by r(x) = 3x^2 - 6x + 1. Which condition describes the nature of the roots of r(x) = 0?,Repeated roots,Two distinct roots,No real roots,Three distinct roots
Q000224,The function \(s\) is given by \(s(x)=-5x^2+10x-5\). Which condition describes the nature of the roots of \(s(x)=0\)?,Repeated roots,Two distinct roots,No real roots,Three distinct roots,A,A,6,3,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,The function s is given by s(x) = -5x^2 + 10x - 5. Which condition describes the nature of the roots of s(x) = 0?,Repeated roots,Two distinct roots,No real roots,Three distinct roots
Q000225,The function \(t\) is given by \(t(x)=4x^2-8x-12\). Which condition describes the nature of the roots of \(t(x)=0\)?,Repeated roots,Two distinct roots,No real roots,Three distinct roots,B,B,6,3,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,The function t is given by t(x) = 4x^2 - 8x - 12. Which condition describes the nature of the roots of t(x) = 0?,Repeated roots,Two distinct roots,No real roots,Three distinct roots
Q000226,The function \(u\) is given by \(u(x)=x^2-2x+1\). Which condition describes the nature of the roots of \(u(x)=0\)?,Repeated roots,Two distinct roots,No real roots,Three distinct roots,A,A,6,3,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,The function u is given by u(x) = x^2 - 2x + 1. Which condition describes the nature of the roots of u(x) = 0?,Repeated roots,Two distinct roots,No real roots,Three distinct roots
Q000227,The function \(v\) is given by \(v(x)=2x^2-4x+2\). Which condition describes the nature of the roots of \(v(x)=0\)?,Repeated roots,Two distinct roots,No real roots,Three distinct roots,A,A,6,3,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,The function v is given by v(x) = 2x^2 - 4x + 2. Which condition describes the nature of the roots of v(x) = 0?,Repeated roots,Two distinct roots,No real roots,Three distinct roots
Q000228,The function \(w\) is given by \(w(x)=x^2-2x-1\). Which condition describes the nature of the roots of \(w(x)=0\)?,Repeated roots,Two distinct roots,No real roots,Three distinct roots,B,B,6,3,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,The function w is given by w(x) = x^2 - 2x - 1. Which condition describes the nature of the roots of w(x) = 0?,Repeated roots,Two distinct roots,No real roots,Three distinct roots
Q000229,The function \(x\) is given by \(x(x)=-2x^2+4x-2\). Which condition describes the nature of the roots of \(x(x)=0\)?,Repeated roots,Two distinct roots,No real roots,Three distinct roots,A,A,6,3,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,The function x is given by x(x) = -2x^2 + 4x - 2. Which condition describes the nature of the roots of x(x) = 0?,Repeated roots,Two distinct roots,No real roots,Three distinct roots
Q000230,The function \(y\) is given by \(y(x)=3x^2-6x-3\). Which condition describes the nature of the roots of \(y(x)=0\)?,Repeated roots,Two distinct roots,No real roots,Three distinct roots,B,B,6,3,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,The function y is given by y(x) = 3x^2 - 6x - 3. Which condition describes the nature of the roots of y(x) = 0?,Repeated roots,Two distinct roots,No real roots,Three distinct roots
Q000231,The function \(z\) is given by \(z(x)=-4x^2+8x+4\). Which condition describes the nature of the roots of \(z(x)=0\)?,Repeated roots,Two distinct roots,No real roots,Three distinct roots,B,B,6,3,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,The function z is given by z(x) = -4x^2 + 8x + 4. Which condition describes the nature of the roots of z(x) = 0?,Repeated roots,Two distinct roots,No real roots,Three distinct roots
Q000232,What is the value of \(k\) if the equation \(3x^2-kx+3=0\) has no real roots?,\(-6<k<6\),\(-2<k<6\),\(1<k<2\),\(-1<k<6\),A,A,6,5,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,What is the value of k if the equation 3x^2-kx+3=0 has no real roots?,-6<k<6,-2<k<6,1<k<2,-1<k<6
Q000233,What is the range of values of \(k\) if the equation \(kx^2+4x+1=0\) has no real roots?,\(k<-2\),\(k<0\),\(k>4\),\(k>2\),C,C,6,5,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,What is the range of values of k if the equation kx^2 + 4x + 1 = 0 has no real roots?,k < -2,k < 0,k > 4,k > 2
Q000234,What is the range of values of \(b\) if the equation \(x^2+bx+2=0\) has no real roots?,\(b<-2\),\(b<0\),\(b>2\sqrt{2}\),\(-2\sqrt{2}<b<2\sqrt{2}\),D,D,6,5,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,What is the range of values of b if the equation x^2 + bx + 2 = 0 has no real roots?,b < -2,b < 0,b > 2√2,-2√2<b<2√2
Q000235,What is the range of values of \(m\) if the equation \(mx^2-2x-1=0\) has no real roots?,\(m<-1\),\(m<0\),\(m>0\),\(m>1\),A,A,6,5,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,What is the range of values of m if the equation mx^2 - 2x - 1 = 0 has no real roots?,m < -1,m < 0,m > 0,m > 1
Q000236,What is the range of values of \(n\) if the equation \(nx^2+3x+2=0\) has no real roots?,\(n<-1\),\(n<0\),\(n>\frac{9}{8}\),\(n>1\),C,C,6,5,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,What is the range of values of n if the equation nx^2 + 3x + 2 = 0 has no real roots?,n < -1,n < 0,n > 9/8,n > 1
Q000237,The equation \(x^2-3px+2p=0\) has no real roots. What is the range of values of \(p\)?,\(p<-1\),\(p<0\),\(p>0\),\(0<p<\frac{8}{9}\),D,D,6,5,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,The equation x^2 - 3px + 2p = 0 has no real roots. What is the range of values of p?,p < -1,p < 0,p > 0,0<p<8/9
Q000238,The equation \(x^2-4px+3p=0\) has no real roots. What is the range of values of \(p\)?,\(p<-1\),\(0<p<\frac{3}{4}\),\(p>0\),\(p>1\),B,B,6,5,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,The equation x^2 - 4px + 3p = 0 has no real roots. What is the range of values of p?,p < -1,0<p<3/4,p > 0,p > 1
Q000239,The equation \(2x^2+px+p=0\) has no real roots. What is the range of values of \(p\)?,\(p<-2\),\(p<0\),\(0<p<8\),\(p>2\),C,C,6,5,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,The equation 2x^2 + px + p= 0 has no real roots. What is the range of values of p?,p < -2,p < 0,0<p<8,p > 2
Q000240,The equation \(x^2+2px-p=0\) has no real roots. What is the range of values of \(p\)?,\(p<-1\),\(p<0\),\(p>0\),\(-1<p<0\),D,D,6,5,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,The equation x^2 + 2px - p = 0 has no real roots. What is the range of values of p?,p < -1,p < 0,p > 0,-1<p<0
Q000241,The equation \(x^2-px+p=0\) has no real roots. What is the range of values of \(p\)?,\(p<-1\),\(p<0\),\(p>0\),\(0<p<4\),D,D,6,5,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,The equation x^2 - px + p = 0 has no real roots. What is the range of values of p?,p < -1,p < 0,p > 0,0<p<4
Q000242,"If \(x+2\) is a factor of \(x^3-3x^2-10x-p\), what is the value of \(p\)?",\(-20\),\(0\),\(3\),\(-3\),B,B,6,5,yes,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,,,,,Algebra and Functions,Algebra and Functions - Discriminant,,,,,"If x+2 is a factor of x^3-3x^2-10x-p, what is the value of p?",-20,0,3,-3
Q000243,"The straight line \(l\) has equation \(y=k(2x-1)\), where \(k\) is a constant. The curve \(C\) has equation \(y=x^2+2x+11\). Find the set of values of \(k\) for which \(l\) does not cross or touch \(C\).",\(-2<k<5\),\(k<-2\),\(k<-5\),\(k>5\),A,A,6,6,yes,,Algebra and Functions,Algebra and Functions - Domain/Range -Determining the range of a function given its domain,Algebra and Functions,Algebra and Functions - Quadratic equations,Coordinate Geometry,Coordinate Geometry - Parametric Equations - Locating intersection points (often with the axes),,,,,"Algebra and Functions, Coordinate Geometry","Algebra and Functions - Domain/Range -Determining the range of a function given its domain, Algebra and Functions - Quadratic equations, Coordinate Geometry - Parametric Equations - Locating intersection points (often with the axes)",,,,,"The straight line l has equation y = k(2x – 1), where k is a constant. The curve C has equation y = x^2 + 2x + 11. Find the set of values of k for which l does not cross or touch C.",−2 < k < 5,k < -2,k < -5,k > 5
Q000244,"The straight line \(l\) has equation \(y=k(3x-2)\), where \(k\) is a constant. The curve \(C\) has equation \(y=x^2-3x+8\). Find the set of values of \(k\) for which \(l\) does not cross or touch \(C\).",\(-2.248<k<1.137\),\(k<-2.567\),\(k<-2.097\),\(k>1.178\),A,A,6,6,yes,,Algebra and Functions,Algebra and Functions - Domain/Range -Determining the range of a function given its domain,Algebra and Functions,Algebra and Functions - Quadratic equations,Coordinate Geometry,Coordinate Geometry - Parametric Equations - Locating intersection points (often with the axes),,,,,"Algebra and Functions, Coordinate Geometry","Algebra and Functions - Domain/Range -Determining the range of a function given its domain, Algebra and Functions, Algebra and Functions - Quadratic equations, Coordinate Geometry, Coordinate Geometry - Parametric Equations - Locating intersection points (often with the axes)",,,,,"The straight line l has equation y = k(3x – 2), where k is a constant. The curve C has equation y = x^2 - 3x + 8. Find the set of values of k for which l does not cross or touch C.",−2.248 < k < 1.137,k < -2.567,k < -2.097,k > 1.178
Q000245,"The straight line \(l\) has equation \(y=k(2x+4)\), where \(k\) is a constant. The curve \(C\) has equation \(y=x^2+6x+15\). Find the set of values of \(k\) for which \(l\) does not cross or touch \(C\).",\(-3<k<1\),\(k<-1.657\),\(-1.646<k<3.646\),\(k>3.457\),A,A,6,6,yes,,Algebra and Functions,Algebra and Functions - Domain/Range -Determining the range of a function given its domain,Algebra and Functions,Algebra and Functions - Quadratic equations,Coordinate Geometry,Coordinate Geometry - Parametric Equations - Locating intersection points (often with the axes),,,,,"Algebra and Functions, Coordinate Geometry","Algebra and Functions - Domain/Range -Determining the range of a function given its domain, Algebra and Functions, Algebra and Functions - Quadratic equations, Coordinate Geometry, Coordinate Geometry - Parametric Equations - Locating intersection points (often with the axes)",,,,,"The straight line l has equation y = k(2x + 4), where k is a constant. The curve C has equation y = x^2 + 6x + 15. Find the set of values of k for which l does not cross or touch C.",−3 < k < 1,k < -1.657,-1.646<k<3.646,k > 3.457
Q000246,"The straight line \(l\) has equation \(y=k(x+1)\), where \(k\) is a constant. The curve \(C\) has equation \(y=x^2-x+7\). Find the set of values of \(k\) for which \(l\) does not cross or touch \(C\).",\(-1<k<2\),\(k<-1\),\(-9<k<3\),\(k>2\),C,C,6,6,yes,,Algebra and Functions,Algebra and Functions - Domain/Range -Determining the range of a function given its domain,Algebra and Functions,Algebra and Functions - Quadratic equations,Coordinate Geometry,Coordinate Geometry - Parametric Equations - Locating intersection points (often with the axes),,,,,"Algebra and Functions, Coordinate Geometry","Algebra and Functions - Domain/Range -Determining the range of a function given its domain, Algebra and Functions, Algebra and Functions - Quadratic equations, Coordinate Geometry, Coordinate Geometry - Parametric Equations - Locating intersection points (often with the axes)",,,,,"The straight line l has equation y = k(x + 1), where k is a constant. The curve C has equation y = x^2 - x + 7. Find the set of values of k for which l does not cross or touch C.",−1 < k < 2,k < -1,-9<k<3,k > 2
Q000247,"The straight line \(l\) has equation \(y=k(2x-3)\), where \(k\) is a constant. The curve \(C\) has equation \(y=x^2+4x+9\). Find the set of values of \(k\) for which \(l\) does not cross or touch \(C\).",\(-4<k<3\),\(k<-4.688\),\(0.653<k<7.653\),\(k>7.568\),C,C,6,6,yes,,Algebra and Functions,Algebra and Functions - Domain/Range -Determining the range of a function given its domain,Algebra and Functions,Algebra and Functions - Quadratic equations,Coordinate Geometry,Coordinate Geometry - Parametric Equations - Locating intersection points (often with the axes),,,,,"Algebra and Functions, Coordinate Geometry","Algebra and Functions - Domain/Range -Determining the range of a function given its domain, Algebra and Functions, Algebra and Functions - Quadratic equations, Coordinate Geometry, Coordinate Geometry - Parametric Equations - Locating intersection points (often with the axes)",,,,,"The straight line l has equation y = k(2x – 3), where k is a constant. The curve C has equation y = x^2 + 4x + 9. Find the set of values of k for which l does not cross or touch C.",−4 < k < 3,k < -4.688,0.653<k<7.653,k > 7.568
Q000248,"The straight line \(l\) has equation \(y=k(4x-5)\), where \(k\) is a constant. The curve \(C\) has equation \(y=x^2+8x+17\). Find the set of values of \(k\) for which \(l\) does not cross or touch \(C\).",\(-4<k<6\),\(-0.047<k<5.297\),\(k<-7\),\(k>5.378\),B,B,6,6,yes,,Algebra and Functions,Algebra and Functions - Domain/Range -Determining the range of a function given its domain,Algebra and Functions,Algebra and Functions - Quadratic equations,Coordinate Geometry,Coordinate Geometry - Parametric Equations - Locating intersection points (often with the axes),,,,,"Algebra and Functions, Coordinate Geometry","Algebra and Functions - Domain/Range -Determining the range of a function given its domain, Algebra and Functions, Algebra and Functions - Quadratic equations, Coordinate Geometry, Coordinate Geometry - Parametric Equations - Locating intersection points (often with the axes)",,,,,"The straight line l has equation y = k(4x – 5), where k is a constant. The curve C has equation y = x^2 + 8x + 17. Find the set of values of k for which l does not cross or touch C.",−4 < k < 6,-0.047 < k < 5.297,k < -7,k > 5.378
Q000249,"The straight line \(l\) has equation \(y=k(x+2)\), where \(k\) is a constant. The curve \(C\) has equation \(y=x^2+x+12\). Find the set of values of \(k\) for which \(l\) does not cross or touch \(C\).",\(-2<k<3\),\(k<-11.467\),\(k<-4\),\(-10.483<k<4.483\),D,D,6,6,yes,,Algebra and Functions,Algebra and Functions - Domain/Range -Determining the range of a function given its domain,Algebra and Functions,Algebra and Functions - Quadratic equations,Coordinate Geometry,Coordinate Geometry - Parametric Equations - Locating intersection points (often with the axes),,,,,"Algebra and Functions, Coordinate Geometry","Algebra and Functions - Domain/Range -Determining the range of a function given its domain, Algebra and Functions, Algebra and Functions - Quadratic equations, Coordinate Geometry, Coordinate Geometry - Parametric Equations - Locating intersection points (often with the axes)",,,,,"The straight line l has equation y = k(x + 2), where k is a constant. The curve C has equation y = x^2 + x + 12. Find the set of values of k for which l does not cross or touch C.",−2 < k < 3,k < -11.467,k < -4,-10.483<k<4.483
